sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary,Placed
8628,F,70.96,Central,60.32,Others,Science,52.92,Arts,No,59.64,Mkt&HR,95.24,Not Placed,349749.259823577,No
8629,M,77.97,Central,97.3,Central,Commerce,83.46,Arts,No,60.89,Mkt&Fin,92.88,Not Placed,349749.259823577,No
8630,M,60.06,Central,53.82,Central,Commerce,63.6,Sci&Tech,No,95.05,Mkt&HR,77.12,Not Placed,447383,No
8631,F,59.14,Others,75.64,Others,Science,63.55,Arts,No,75.63,Mkt&HR,96.03,Not Placed,349749.259823577,No
8632,F,89.22,Central,99.75,Others,Science,85.73,Arts,No,80.62,Mkt&HR,69.74,Not Placed,349749.259823577,No
8633,M,75.82,Central,57.63,Central,Commerce,86.37,Comm&Mgmt,No,71.59,Mkt&Fin,68.41,Placed,349749.259823577,Yes
8634,F,53.11,Others,57.16,Others,Commerce,94.6,Comm&Mgmt,Yes,83.56,Mkt&HR,67.75,Not Placed,349749.259823577,No
8635,F,90.26,Central,93.04,Others,Commerce,78.53,Sci&Tech,Yes,50.2,Mkt&Fin,87.35,Not Placed,349749.259823577,No
8636,F,64.38,Others,85.34,Central,Science,53.45,Arts,Yes,73.75,Mkt&Fin,63.66,Placed,349749.259823577,Yes
8637,M,76.02,Central,73.92,Others,Arts,76.14,Sci&Tech,Yes,66.98,Mkt&HR,83.07,Placed,349749.259823577,Yes
8638,M,91.96,Central,88.68,Others,Arts,53.34,Arts,Yes,94.13,Mkt&HR,86.01,Placed,349749.259823577,Yes
8639,F,72.25,Central,83.95,Central,Science,76.27,Comm&Mgmt,Yes,64.91,Mkt&HR,78.55,Not Placed,349749.259823577,No
8640,M,66.07,Others,61.72,Central,Arts,90.47,Arts,No,96.62,Mkt&HR,78.42,Not Placed,349749.259823577,No
8641,M,65.66,Central,84.4,Others,Arts,68.72,Sci&Tech,No,58.69,Mkt&Fin,97.24,Not Placed,301251,No
8642,F,54.75,Others,79.73,Others,Science,97.59,Comm&Mgmt,No,94.28,Mkt&HR,81.88,Placed,492825,Yes
8643,F,81,Others,62.61,Central,Science,68.61,Sci&Tech,Yes,55.88,Mkt&HR,62.75,Placed,349749.259823577,Yes
8644,M,93.57,Central,54.28,Others,Commerce,60.91,Sci&Tech,No,96.03,Mkt&Fin,80.43,Not Placed,482778,No
8645,M,79.13,Others,92.38,Others,Arts,99.28,Comm&Mgmt,No,58.68,Mkt&Fin,66.53,Not Placed,349749.259823577,No
8646,M,67.16,Central,92.46,Others,Commerce,78.73,Comm&Mgmt,Yes,52.43,Mkt&HR,72.45,Placed,349749.259823577,Yes
8647,M,59.32,Others,69.87,Others,Arts,80.29,Sci&Tech,Yes,80.05,Mkt&HR,79.15,Placed,349749.259823577,Yes
8648,F,99.52,Central,62.77,Central,Commerce,82.28,Comm&Mgmt,Yes,53.13,Mkt&HR,57.08,Placed,349749.259823577,Yes
8649,M,86.58,Central,80.94,Central,Commerce,89.08,Arts,No,63.53,Mkt&HR,97.34,Not Placed,349749.259823577,No
8650,F,89.84,Central,87.77,Central,Science,82.75,Sci&Tech,Yes,81.87,Mkt&Fin,53.94,Placed,349749.259823577,Yes
8651,M,77.71,Central,96.02,Central,Science,84.52,Comm&Mgmt,Yes,63.26,Mkt&Fin,76.87,Not Placed,416983,No
8652,M,97.1,Others,85.76,Others,Commerce,63.88,Sci&Tech,No,60.18,Mkt&HR,70.84,Not Placed,349749.259823577,No
8653,M,98.99,Others,58.35,Central,Science,77,Arts,Yes,86.01,Mkt&Fin,58.98,Placed,349749.259823577,Yes
8654,F,61.14,Others,61.29,Others,Science,86.07,Arts,Yes,50.39,Mkt&HR,70.29,Not Placed,349749.259823577,No
8655,M,73.3,Others,56.32,Central,Arts,60.59,Arts,Yes,94.42,Mkt&Fin,99.9,Not Placed,349749.259823577,No
8656,M,81.3,Central,92.22,Others,Commerce,88.17,Comm&Mgmt,Yes,58.77,Mkt&HR,68.08,Not Placed,234375,No
8657,M,80.49,Others,99.37,Central,Arts,92,Arts,Yes,96.72,Mkt&HR,66.27,Placed,349749.259823577,Yes
8658,F,70.17,Others,85.56,Others,Arts,63.85,Arts,No,89.56,Mkt&Fin,77.23,Placed,349749.259823577,Yes
8659,M,68.75,Others,71.88,Others,Arts,58.4,Comm&Mgmt,No,99.01,Mkt&Fin,55.23,Placed,349749.259823577,Yes
8660,F,91.04,Central,95.95,Central,Science,95.96,Sci&Tech,Yes,96.85,Mkt&HR,85.2,Placed,349749.259823577,Yes
8661,M,69.21,Others,57.19,Central,Science,55.51,Arts,No,81.02,Mkt&HR,74.12,Not Placed,349749.259823577,No
8662,F,57.47,Central,76.94,Others,Arts,77.21,Arts,Yes,77.22,Mkt&HR,54.8,Placed,349749.259823577,Yes
8663,F,90.36,Central,59.68,Central,Commerce,91.14,Arts,Yes,70.99,Mkt&HR,77.47,Not Placed,375712,No
8664,M,80.71,Central,89.41,Others,Arts,83.67,Arts,Yes,99.11,Mkt&Fin,50.84,Not Placed,349749.259823577,No
8665,M,91,Central,73.82,Others,Arts,82.5,Comm&Mgmt,No,99,Mkt&Fin,87.19,Not Placed,349749.259823577,No
8666,M,72.76,Others,99.4,Others,Commerce,79.99,Comm&Mgmt,Yes,87.8,Mkt&HR,56.71,Not Placed,379028,No
8667,F,76.07,Others,56.19,Central,Science,73.14,Sci&Tech,Yes,98.75,Mkt&Fin,73.31,Placed,349749.259823577,Yes
8668,F,58.98,Others,71.9,Others,Commerce,67.92,Sci&Tech,Yes,55.77,Mkt&Fin,66.21,Not Placed,349749.259823577,No
8669,F,82.55,Central,90.45,Others,Commerce,71.17,Sci&Tech,No,68.71,Mkt&HR,61.25,Not Placed,349749.259823577,No
8670,F,84.34,Central,80.59,Central,Arts,64.11,Arts,No,82.02,Mkt&Fin,99.36,Placed,349749.259823577,Yes
8671,M,77.11,Central,79.02,Central,Arts,65.97,Comm&Mgmt,No,76.12,Mkt&Fin,89.38,Placed,349749.259823577,Yes
8672,M,81.48,Others,87.37,Others,Arts,66.63,Comm&Mgmt,Yes,91.08,Mkt&Fin,99.7,Placed,349749.259823577,Yes
8673,F,86.27,Others,52.2,Central,Arts,98.64,Sci&Tech,No,63.52,Mkt&Fin,73.97,Not Placed,349749.259823577,No
8674,F,91.85,Others,89.99,Central,Commerce,52.34,Arts,Yes,54.68,Mkt&HR,56.59,Not Placed,431148,No
8675,F,67.42,Others,89.53,Others,Arts,63.7,Sci&Tech,No,90.15,Mkt&HR,84.35,Placed,349749.259823577,Yes
8676,F,75.63,Others,55.17,Others,Science,91.76,Arts,No,51.8,Mkt&Fin,71.03,Placed,422308,Yes
8677,M,87.64,Others,74.57,Central,Science,67.98,Comm&Mgmt,Yes,77.42,Mkt&Fin,81.06,Placed,297974,Yes
8678,F,51.72,Others,71.49,Others,Commerce,60.22,Sci&Tech,No,75.61,Mkt&Fin,89.08,Not Placed,455606,No
8679,M,78.64,Others,54.5,Others,Science,95.3,Sci&Tech,Yes,85.22,Mkt&Fin,61.51,Placed,349749.259823577,Yes
8680,M,76.41,Others,90.04,Others,Arts,90.33,Comm&Mgmt,No,88.46,Mkt&Fin,74.95,Not Placed,456105,No
8681,M,79.83,Central,74.23,Others,Arts,59.19,Comm&Mgmt,No,60.45,Mkt&Fin,70.22,Placed,349749.259823577,Yes
8682,M,72.88,Others,93.34,Others,Science,99.52,Sci&Tech,No,89.84,Mkt&Fin,65.38,Placed,349749.259823577,Yes
8683,F,67.12,Others,58.49,Others,Science,79.62,Comm&Mgmt,Yes,72.21,Mkt&Fin,89.75,Not Placed,349749.259823577,No
8684,M,76.31,Others,52.45,Central,Commerce,60.67,Comm&Mgmt,Yes,60.73,Mkt&Fin,78.57,Placed,349749.259823577,Yes
8685,M,70.81,Central,50.81,Central,Arts,89.92,Arts,Yes,59.8,Mkt&HR,85.02,Not Placed,234473,No
8686,F,54.5,Central,63.44,Central,Commerce,54.01,Arts,Yes,62.56,Mkt&Fin,83.66,Placed,349749.259823577,Yes
8687,F,88.03,Others,86.13,Central,Commerce,83.57,Comm&Mgmt,No,67.53,Mkt&HR,83.76,Placed,334985,Yes
8688,F,89.08,Central,77.46,Others,Science,73.44,Sci&Tech,Yes,60.18,Mkt&Fin,88.39,Placed,349749.259823577,Yes
8689,F,67.12,Others,59.6,Others,Science,64.05,Sci&Tech,Yes,72.71,Mkt&Fin,70.84,Not Placed,349749.259823577,No
8690,F,58.66,Others,72.25,Others,Commerce,98.86,Sci&Tech,No,52.22,Mkt&HR,77.31,Placed,349749.259823577,Yes
8691,M,78.29,Others,99.68,Others,Arts,69.01,Sci&Tech,No,50.55,Mkt&HR,55.73,Placed,349749.259823577,Yes
8692,F,72.16,Central,56.07,Others,Science,91.49,Sci&Tech,No,83.29,Mkt&Fin,64.42,Placed,349749.259823577,Yes
8693,M,94.58,Central,85.13,Others,Commerce,80.17,Sci&Tech,Yes,86.38,Mkt&Fin,92.75,Not Placed,455797,No
8694,F,85.53,Central,84.35,Central,Science,54.28,Sci&Tech,Yes,70.65,Mkt&Fin,54.3,Not Placed,349749.259823577,No
8695,F,58.19,Central,66.24,Others,Commerce,96.06,Comm&Mgmt,Yes,57.72,Mkt&HR,79.68,Not Placed,349749.259823577,No
8696,M,78.18,Central,71.93,Others,Science,89.59,Comm&Mgmt,No,61.12,Mkt&HR,50.04,Not Placed,349749.259823577,No
8697,M,50.28,Others,89.48,Others,Arts,60.36,Arts,Yes,97.15,Mkt&Fin,65.44,Not Placed,267148,No
8698,M,89.87,Central,57.56,Central,Commerce,54.36,Arts,No,58.82,Mkt&Fin,63.73,Not Placed,349749.259823577,No
8699,M,99.23,Central,74.56,Others,Arts,59.56,Arts,Yes,96.28,Mkt&HR,91.41,Not Placed,349749.259823577,No
8700,F,74.24,Others,69.23,Others,Arts,81.2,Comm&Mgmt,No,84.93,Mkt&Fin,95.56,Placed,349749.259823577,Yes
8701,M,93.18,Central,86.87,Others,Arts,66.26,Sci&Tech,No,94.13,Mkt&Fin,99.89,Placed,346151,Yes
8702,F,82.63,Others,84.95,Others,Arts,99.97,Comm&Mgmt,Yes,51.71,Mkt&Fin,56.24,Not Placed,349749.259823577,No
8703,F,54.12,Central,86.92,Others,Science,68.97,Arts,Yes,78.86,Mkt&Fin,51.37,Not Placed,377641,No
8704,F,70.12,Others,80.46,Others,Arts,73.55,Arts,No,61.07,Mkt&Fin,79.59,Placed,349749.259823577,Yes
8705,M,80.46,Others,99.03,Others,Science,95.14,Sci&Tech,Yes,89.99,Mkt&HR,55.35,Not Placed,349749.259823577,No
8706,F,93.35,Central,93.1,Others,Commerce,71.64,Comm&Mgmt,Yes,98.31,Mkt&HR,94.62,Not Placed,349749.259823577,No
8707,F,97.34,Central,88.2,Others,Commerce,75.25,Sci&Tech,No,55.52,Mkt&HR,52.52,Not Placed,349749.259823577,No
8708,F,58.38,Others,76.72,Others,Science,76.07,Comm&Mgmt,Yes,70.04,Mkt&HR,63.47,Placed,349749.259823577,Yes
8709,F,67.61,Central,82.64,Others,Science,95.3,Comm&Mgmt,Yes,63.01,Mkt&HR,62.73,Placed,349749.259823577,Yes
8710,M,67.27,Others,98.49,Others,Science,89.22,Sci&Tech,No,62.7,Mkt&HR,64.54,Not Placed,349749.259823577,No
8711,M,94.44,Central,90.87,Central,Arts,76.15,Comm&Mgmt,Yes,77.3,Mkt&Fin,90.06,Placed,349749.259823577,Yes
8712,F,91.05,Others,53.77,Central,Commerce,57.9,Sci&Tech,Yes,92.89,Mkt&Fin,99.42,Placed,378110,Yes
8713,F,53.51,Others,99.26,Others,Science,73.01,Sci&Tech,No,53.58,Mkt&Fin,86.76,Not Placed,349749.259823577,No
8714,M,89.29,Central,92.87,Others,Commerce,80.4,Sci&Tech,Yes,67.37,Mkt&Fin,54.84,Not Placed,349749.259823577,No
8715,F,65.67,Others,88.06,Others,Commerce,63.5,Comm&Mgmt,No,88.19,Mkt&Fin,59.08,Placed,484482,Yes
8716,M,60.72,Others,88.2,Central,Arts,60.86,Comm&Mgmt,No,84.63,Mkt&Fin,91.37,Placed,349749.259823577,Yes
8717,M,59.3,Central,74.64,Central,Commerce,98.92,Arts,No,79.03,Mkt&HR,79.07,Not Placed,462028,No
8718,F,79.54,Others,65.01,Central,Commerce,86.89,Arts,No,57,Mkt&Fin,61.45,Placed,349749.259823577,Yes
8719,F,78.28,Others,66.17,Central,Arts,57.19,Sci&Tech,No,88.76,Mkt&Fin,60.2,Not Placed,349749.259823577,No
8720,M,65.89,Central,89.18,Central,Science,80.62,Sci&Tech,Yes,55.84,Mkt&HR,88.96,Placed,424208,Yes
8721,F,66.53,Central,53.94,Others,Arts,62.86,Arts,Yes,72.3,Mkt&Fin,96.31,Placed,349749.259823577,Yes
8722,F,86.17,Central,69.06,Others,Arts,81.81,Comm&Mgmt,No,97.7,Mkt&HR,74.27,Placed,489408,Yes
8723,F,68.71,Others,59.01,Others,Science,71.51,Sci&Tech,No,67.02,Mkt&Fin,91.49,Placed,349749.259823577,Yes
8724,M,74.16,Central,65.64,Central,Science,83.9,Comm&Mgmt,No,93.81,Mkt&HR,62.95,Not Placed,349749.259823577,No
8725,M,89.22,Others,94.69,Others,Commerce,87.32,Arts,No,72.27,Mkt&Fin,77.79,Placed,349749.259823577,Yes
8726,F,81.25,Central,69.57,Others,Arts,93.34,Comm&Mgmt,No,80.06,Mkt&Fin,53.59,Not Placed,406013,No
8727,F,70.61,Others,84.45,Others,Science,62.62,Sci&Tech,Yes,78.89,Mkt&Fin,70.45,Placed,349749.259823577,Yes
8728,M,69.39,Others,73.87,Others,Commerce,81.96,Sci&Tech,Yes,80.55,Mkt&Fin,92.03,Placed,349749.259823577,Yes
8729,F,84.74,Central,59.08,Central,Science,76.36,Arts,Yes,82.28,Mkt&Fin,87.08,Placed,349749.259823577,Yes
8730,F,93.18,Central,83.69,Central,Science,93.65,Sci&Tech,No,81.79,Mkt&Fin,95.28,Not Placed,349749.259823577,No
8731,M,96.6,Others,52.86,Others,Commerce,77.77,Comm&Mgmt,Yes,98.75,Mkt&HR,51.45,Not Placed,349749.259823577,No
8732,M,80.03,Others,91.89,Others,Commerce,55.58,Comm&Mgmt,Yes,95.15,Mkt&HR,89.65,Placed,349749.259823577,Yes
8733,F,75.21,Others,70.63,Others,Commerce,67.99,Comm&Mgmt,Yes,64.52,Mkt&HR,68.24,Placed,349749.259823577,Yes
8734,F,51.78,Central,61.9,Central,Science,72.6,Comm&Mgmt,Yes,90.39,Mkt&Fin,72.75,Not Placed,349749.259823577,No
8735,M,51.98,Central,55.32,Central,Commerce,82.57,Arts,Yes,53.44,Mkt&Fin,70.3,Not Placed,349749.259823577,No
8736,F,50.21,Central,97.31,Central,Commerce,81.89,Arts,No,54.66,Mkt&HR,86.62,Placed,349749.259823577,Yes
8737,F,51.76,Others,95.38,Central,Arts,78.23,Arts,No,85.34,Mkt&Fin,91.72,Not Placed,349749.259823577,No
8738,M,81.55,Others,84.36,Central,Science,88.83,Sci&Tech,Yes,88.59,Mkt&HR,99.52,Placed,349749.259823577,Yes
8739,M,52.47,Central,53.73,Others,Commerce,93.76,Comm&Mgmt,No,88.3,Mkt&Fin,82.05,Not Placed,349749.259823577,No
8740,M,55.73,Central,95.77,Others,Arts,82.05,Arts,Yes,56.5,Mkt&Fin,73.61,Placed,349749.259823577,Yes
8741,F,77.66,Central,80.59,Central,Science,56.87,Arts,No,89.48,Mkt&HR,81.31,Not Placed,302232,No
8742,M,53.22,Central,59.04,Central,Commerce,80.95,Comm&Mgmt,No,94.89,Mkt&Fin,86.6,Not Placed,349749.259823577,No
8743,M,51.3,Others,57.91,Others,Science,77.18,Sci&Tech,Yes,77.18,Mkt&Fin,78.06,Not Placed,212079,No
8744,F,67.93,Central,71.8,Others,Science,94.93,Arts,No,94.45,Mkt&Fin,94.44,Placed,349749.259823577,Yes
8745,F,78.95,Others,86.29,Others,Arts,79.41,Comm&Mgmt,Yes,87.04,Mkt&Fin,71.81,Placed,349749.259823577,Yes
8746,M,93.67,Central,72.62,Others,Science,73.11,Sci&Tech,No,52.64,Mkt&HR,90.62,Placed,349749.259823577,Yes
8747,F,53.32,Others,58.12,Central,Commerce,83.74,Sci&Tech,No,50.4,Mkt&Fin,54.03,Not Placed,280241,No
8748,F,90.08,Central,97.67,Central,Commerce,96.63,Comm&Mgmt,Yes,58.95,Mkt&HR,98.44,Placed,349749.259823577,Yes
8749,F,87.17,Others,97.68,Central,Science,84.97,Sci&Tech,Yes,87.19,Mkt&HR,50.99,Not Placed,246814,No
8750,M,70.99,Central,84.54,Central,Arts,74.15,Arts,Yes,58.67,Mkt&HR,69.23,Not Placed,349749.259823577,No
8751,F,86.66,Central,93.44,Central,Commerce,63.56,Arts,Yes,73.15,Mkt&Fin,85.84,Not Placed,349749.259823577,No
8752,M,80.44,Others,89.66,Central,Commerce,57.99,Sci&Tech,No,85.02,Mkt&Fin,68.22,Placed,349749.259823577,Yes
8753,F,69.05,Central,97.29,Central,Science,66.87,Comm&Mgmt,Yes,73.15,Mkt&HR,75.29,Placed,386504,Yes
8754,F,94.47,Central,61.94,Central,Commerce,51.48,Sci&Tech,Yes,74.15,Mkt&HR,83.94,Placed,349749.259823577,Yes
8755,M,78.14,Central,96.85,Central,Arts,54.8,Arts,Yes,82.62,Mkt&HR,77.2,Not Placed,349749.259823577,No
8756,M,96,Central,72.85,Others,Science,62.86,Arts,Yes,90.98,Mkt&Fin,56.02,Placed,349749.259823577,Yes
8757,F,91.97,Others,58.65,Others,Commerce,50.62,Arts,No,92.34,Mkt&HR,57.98,Not Placed,349749.259823577,No
8758,M,51.09,Others,86.67,Others,Commerce,73.57,Comm&Mgmt,No,66.4,Mkt&Fin,55.06,Placed,349749.259823577,Yes
8759,F,95.51,Others,84.8,Others,Arts,82.1,Comm&Mgmt,No,56.84,Mkt&HR,67.83,Placed,349749.259823577,Yes
8760,F,94,Central,77.92,Central,Arts,70.64,Arts,Yes,57.42,Mkt&Fin,85.41,Not Placed,349749.259823577,No
8761,F,64.41,Central,69.88,Others,Commerce,54.2,Sci&Tech,Yes,72.9,Mkt&Fin,68.75,Placed,269134,Yes
8762,F,71.41,Central,64.51,Central,Commerce,93.33,Sci&Tech,Yes,83.38,Mkt&HR,71.47,Placed,349749.259823577,Yes
8763,M,60.2,Others,93.93,Central,Commerce,81.67,Arts,Yes,55.66,Mkt&Fin,65.31,Placed,349749.259823577,Yes
8764,M,76.2,Others,70.71,Others,Commerce,55.88,Comm&Mgmt,Yes,89.08,Mkt&Fin,52.49,Placed,349749.259823577,Yes
8765,M,52.57,Others,89.76,Central,Commerce,61.28,Sci&Tech,No,65.99,Mkt&HR,74.43,Not Placed,378923,No
8766,M,56.68,Others,82.69,Others,Arts,83.77,Sci&Tech,Yes,69.01,Mkt&Fin,71.34,Not Placed,349749.259823577,No
8767,F,77.81,Central,96.75,Others,Arts,74.09,Sci&Tech,Yes,71.73,Mkt&HR,95.37,Placed,349749.259823577,Yes
8768,M,70.28,Others,68.19,Central,Commerce,91.52,Sci&Tech,No,80.44,Mkt&Fin,78.22,Placed,345371,Yes
8769,M,59.6,Others,86.76,Others,Arts,92.15,Sci&Tech,No,94.24,Mkt&HR,62.03,Not Placed,349749.259823577,No
8770,F,60.31,Central,87.36,Others,Commerce,82.02,Comm&Mgmt,No,60.25,Mkt&Fin,66.61,Placed,349749.259823577,Yes
8771,M,66.44,Others,96.39,Others,Science,95.21,Sci&Tech,Yes,94.43,Mkt&Fin,71.43,Placed,349749.259823577,Yes
8772,F,86.64,Others,50.74,Others,Commerce,67.93,Sci&Tech,Yes,99.02,Mkt&HR,77.36,Placed,349749.259823577,Yes
8773,M,78.83,Central,78.62,Central,Arts,93.91,Sci&Tech,Yes,63.78,Mkt&HR,94.67,Placed,499836,Yes
8774,F,94.99,Others,95.33,Central,Science,68.43,Sci&Tech,No,89.67,Mkt&HR,58.63,Not Placed,349749.259823577,No
8775,F,61.45,Others,97.59,Central,Arts,78.67,Comm&Mgmt,No,81.8,Mkt&HR,58.97,Not Placed,349749.259823577,No
8776,F,60.14,Others,62.03,Central,Arts,84.58,Arts,Yes,93.65,Mkt&Fin,84.78,Placed,213221,Yes
8777,M,58.45,Others,97.64,Others,Arts,92.34,Sci&Tech,No,98.44,Mkt&HR,74.58,Placed,349749.259823577,Yes
8778,M,59,Central,94.5,Central,Science,87.26,Arts,No,73.1,Mkt&Fin,82.29,Not Placed,349749.259823577,No
8779,M,92.51,Others,93.47,Others,Commerce,58.69,Arts,No,99.17,Mkt&Fin,50.1,Not Placed,283692,No
8780,M,97.64,Central,67.34,Others,Arts,89.07,Sci&Tech,Yes,66.81,Mkt&HR,77.6,Not Placed,349749.259823577,No
8781,M,58.05,Others,74.75,Central,Science,77.25,Sci&Tech,No,98.52,Mkt&Fin,77.63,Not Placed,349749.259823577,No
8782,M,87.26,Others,57.4,Others,Commerce,60.02,Sci&Tech,No,68.47,Mkt&HR,69.2,Placed,349749.259823577,Yes
8783,F,97.02,Others,66.29,Others,Arts,65.26,Sci&Tech,Yes,72.16,Mkt&HR,86.01,Placed,457271,Yes
8784,F,52.83,Central,58.99,Central,Arts,98.37,Sci&Tech,Yes,87.23,Mkt&Fin,89.83,Not Placed,349749.259823577,No
8785,F,97.77,Others,76.37,Central,Commerce,89.04,Comm&Mgmt,No,70.22,Mkt&HR,73.95,Not Placed,349749.259823577,No
8786,F,76.26,Central,59.26,Others,Science,88.71,Sci&Tech,Yes,64.49,Mkt&HR,94.06,Not Placed,349749.259823577,No
8787,M,96.21,Central,81.59,Central,Commerce,73.14,Comm&Mgmt,No,70.64,Mkt&HR,67.93,Placed,349749.259823577,Yes
8788,M,83.53,Central,92.98,Others,Commerce,86.07,Arts,Yes,63.47,Mkt&Fin,73.9,Not Placed,349749.259823577,No
8789,M,60.02,Others,69.72,Others,Commerce,61.48,Sci&Tech,Yes,75.39,Mkt&HR,98.45,Not Placed,349749.259823577,No
8790,M,59.39,Central,79.13,Central,Commerce,66.48,Comm&Mgmt,Yes,63.12,Mkt&HR,74.69,Placed,349749.259823577,Yes
8791,F,81.72,Central,99.17,Central,Commerce,75.87,Comm&Mgmt,Yes,65.3,Mkt&HR,61.62,Placed,349749.259823577,Yes
8792,F,89.65,Central,87.01,Central,Science,63.62,Sci&Tech,No,78.07,Mkt&Fin,76.33,Placed,245233,Yes
8793,M,91.37,Central,75.24,Central,Science,76.12,Sci&Tech,No,87.44,Mkt&HR,70.82,Placed,408693,Yes
8794,F,61.32,Central,87.97,Others,Arts,62.46,Arts,No,91.21,Mkt&HR,92.91,Not Placed,349749.259823577,No
8795,M,87.63,Central,84.6,Central,Commerce,74.09,Arts,No,51.92,Mkt&Fin,89.94,Placed,349749.259823577,Yes
8796,F,96.4,Others,69.6,Central,Commerce,61.21,Comm&Mgmt,No,50.76,Mkt&Fin,73.61,Not Placed,349749.259823577,No
8797,F,96.63,Central,50.77,Others,Arts,67.86,Comm&Mgmt,No,83.34,Mkt&Fin,62.37,Not Placed,441039,No
8798,M,90.42,Central,88.07,Others,Commerce,71.12,Arts,No,95.46,Mkt&Fin,98.26,Placed,349749.259823577,Yes
8799,F,94.23,Others,71.76,Central,Arts,65.51,Arts,Yes,87.58,Mkt&Fin,53.73,Not Placed,349749.259823577,No
8800,M,56.08,Others,95.89,Central,Science,87.32,Arts,Yes,61.42,Mkt&Fin,61.3,Not Placed,349749.259823577,No
8801,M,70.61,Central,68.68,Others,Arts,93.35,Arts,No,55.73,Mkt&HR,73.68,Not Placed,349749.259823577,No
8802,F,73.49,Others,57.33,Central,Commerce,82.55,Sci&Tech,No,57.6,Mkt&HR,77.51,Not Placed,349749.259823577,No
8803,M,71.49,Others,50.34,Others,Arts,91.47,Sci&Tech,No,52.92,Mkt&HR,79.86,Placed,439762,Yes
8804,F,75.46,Others,68.84,Central,Commerce,91.32,Sci&Tech,Yes,62.62,Mkt&HR,97.85,Placed,497688,Yes
8805,F,51.06,Others,50.57,Others,Arts,97.33,Sci&Tech,Yes,81.48,Mkt&Fin,50.37,Not Placed,349749.259823577,No
8806,F,91.43,Central,98.51,Central,Arts,74.86,Sci&Tech,Yes,70.82,Mkt&HR,62.45,Placed,388873,Yes
8807,F,57.01,Others,58.56,Others,Commerce,79.37,Comm&Mgmt,No,78.1,Mkt&HR,72.19,Not Placed,349749.259823577,No
8808,F,98.58,Central,90.16,Central,Science,92.52,Comm&Mgmt,No,60.81,Mkt&Fin,86.52,Not Placed,349749.259823577,No
8809,F,56.99,Central,94.33,Others,Commerce,93.34,Arts,Yes,91.1,Mkt&HR,94.74,Placed,389472,Yes
8810,M,54.4,Others,91.39,Central,Arts,96.02,Comm&Mgmt,Yes,80.47,Mkt&Fin,65.43,Not Placed,453576,No
8811,F,88.51,Others,97.65,Central,Commerce,96.6,Sci&Tech,Yes,51.25,Mkt&HR,82.56,Not Placed,290666,No
8812,F,84.68,Central,75.36,Central,Commerce,80,Comm&Mgmt,Yes,68.69,Mkt&Fin,71.82,Placed,349749.259823577,Yes
8813,F,70.87,Central,70.99,Central,Commerce,66.89,Arts,No,82.75,Mkt&Fin,84.98,Placed,437511,Yes
8814,F,89.43,Others,92.94,Others,Science,72.33,Arts,No,54.54,Mkt&HR,65.06,Placed,349749.259823577,Yes
8815,F,69.16,Central,90.77,Others,Commerce,79.68,Comm&Mgmt,No,52.19,Mkt&HR,97.7,Placed,303011,Yes
8816,F,56.13,Central,97.07,Others,Arts,64.04,Arts,Yes,90.21,Mkt&HR,55.36,Placed,259522,Yes
8817,F,82.17,Others,82.93,Others,Commerce,58.01,Arts,No,92.26,Mkt&HR,50.9,Placed,349749.259823577,Yes
8818,M,83.13,Others,65.26,Central,Commerce,55.57,Sci&Tech,Yes,78.32,Mkt&Fin,66.06,Placed,349749.259823577,Yes
8819,F,88.03,Others,84.75,Others,Science,96.18,Arts,No,55.56,Mkt&HR,57.2,Placed,349749.259823577,Yes
8820,M,93.24,Others,88.09,Central,Arts,88.71,Sci&Tech,No,96.5,Mkt&HR,91.7,Not Placed,220118,No
8821,F,99.2,Central,77.83,Central,Science,53.63,Arts,Yes,96.1,Mkt&Fin,51.38,Not Placed,349749.259823577,No
8822,F,58.38,Others,86.65,Others,Commerce,73.53,Arts,No,59.47,Mkt&HR,75.48,Not Placed,349749.259823577,No
8823,M,92.97,Central,77.28,Central,Science,82.93,Arts,Yes,60.11,Mkt&HR,56.06,Not Placed,349749.259823577,No
8824,F,91.29,Others,86.47,Others,Commerce,93.73,Comm&Mgmt,No,70.5,Mkt&HR,54.13,Placed,349749.259823577,Yes
8825,F,80.78,Central,62.72,Others,Commerce,60.2,Arts,Yes,60.8,Mkt&HR,56.93,Not Placed,349749.259823577,No
8826,F,52.17,Central,65.28,Others,Commerce,74.42,Arts,Yes,98.03,Mkt&HR,77.59,Not Placed,349749.259823577,No
8827,M,99.15,Central,85.22,Others,Arts,86.86,Sci&Tech,No,97.53,Mkt&Fin,65.41,Not Placed,491726,No
8828,F,62.55,Central,58.94,Others,Arts,56.72,Arts,No,69.18,Mkt&Fin,57.5,Not Placed,324148,No
8829,M,80.01,Central,86.92,Central,Science,82.01,Sci&Tech,Yes,82.24,Mkt&Fin,75.36,Not Placed,349749.259823577,No
8830,M,60.66,Central,71.25,Central,Commerce,93.4,Comm&Mgmt,No,76.74,Mkt&HR,81.87,Placed,349749.259823577,Yes
8831,M,51.2,Central,60.87,Central,Science,81.76,Arts,No,94.54,Mkt&HR,79.38,Not Placed,337627,No
8832,M,73.02,Others,92.65,Others,Arts,60.8,Sci&Tech,Yes,97.48,Mkt&HR,69.07,Not Placed,349749.259823577,No
